208
x			y			Fi_j		arg			arg1		arg2		i1	i2		dx			dy			val
0.537500	0.000000	0.000000	1.023729	0.000000	1.023729	0	2	0.017000	0.000000	0.000000
0.537254	0.016248	1.732198	1.023729	0.708469	0.315259	2	4	0.017000	0.000000	0.000000
0.536518	0.032480	3.464396	0.988136	0.428803	0.559333	6	8	0.017000	0.000000	0.000000
0.535293	0.048656	5.196594	0.988136	0.184730	0.803406	10	12	0.017000	0.000000	0.000000
0.533581	0.064788	6.923077	1.023729	0.923077	0.100652	12	14	0.017000	0.000000	0.000000
0.531379	0.080888	8.655275	0.988136	0.607818	0.380318	16	18	0.017000	0.000000	0.000000
0.528691	0.096913	10.387473	0.988136	0.363744	0.624391	20	22	0.017000	0.000000	0.000000
0.525525	0.112824	12.119671	1.023729	0.119671	0.904058	24	26	0.017000	0.000000	0.000000
0.521881	0.128632	13.846154	1.023729	0.822425	0.201303	26	28	0.017000	0.000000	0.000000
0.517754	0.144349	15.578352	0.988136	0.542759	0.445377	30	32	0.017000	0.000000	0.000000
0.513154	0.159933	17.310550	0.988136	0.298686	0.689450	34	36	0.017000	0.000000	0.000000
0.508094	0.175347	19.042748	1.023729	0.019019	1.004709	38	40	0.017000	0.000000	0.000000
0.502571	0.190600	20.769230	0.988136	0.721773	0.266362	40	42	0.017000	0.000000	0.000000
0.496580	0.205705	22.501428	0.988136	0.477700	0.510436	44	46	0.017000	0.000000	0.000000
0.490135	0.220621	24.233626	1.023729	0.233627	0.790102	48	50	0.017000	0.000000	0.000000
0.483254	0.235312	25.965824	1.023729	0.942096	0.081632	50	52	0.017000	0.000000	0.000000
0.475933	0.249789	27.692307	0.988136	0.656715	0.331421	54	56	0.017000	0.000000	0.000000
0.468165	0.264061	29.424505	0.988136	0.412641	0.575494	58	60	0.017000	0.000000	0.000000
0.459969	0.278092	31.156703	1.023729	0.132975	0.890754	62	64	0.017000	0.000000	0.000000
0.451367	0.291846	32.888901	0.988136	0.841444	0.146691	64	66	0.017000	0.000000	0.000000
0.442354	0.305335	34.615384	0.988136	0.591656	0.396480	68	70	0.017000	0.000000	0.000000
0.432922	0.318567	36.347582	1.023729	0.347583	0.676146	72	74	0.017000	0.000000	0.000000
0.423095	0.331507	38.079780	0.988136	0.032323	0.955812	76	78	0.017000	0.000000	0.000000
0.412898	0.344125	39.811978	0.988136	0.776386	0.211750	78	80	0.017000	0.000000	0.000000
0.402325	0.356428	41.538461	0.988136	0.526597	0.461538	82	84	0.017000	0.000000	0.000000
0.391367	0.368427	43.270659	1.023729	0.246931	0.776798	86	88	0.017000	0.000000	0.000000
0.380051	0.380089	45.002857	0.988136	0.955400	0.032735	88	90	0.017000	0.000000	0.000000
0.368407	0.391385	46.735055	0.988136	0.711327	0.276809	92	94	0.017000	0.000000	0.000000
0.356428	0.402325	48.461538	1.023729	0.461538	0.562190	96	98	0.017000	0.000000	0.000000
0.344104	0.412915	50.193736	0.988136	0.146279	0.841856	100	102	0.017000	0.000000	0.000000
0.331465	0.423128	51.925934	0.988136	0.890342	0.097794	102	104	0.017000	0.000000	0.000000
0.318545	0.432938	53.658132	0.988136	0.646268	0.341867	106	108	0.017000	0.000000	0.000000
0.305335	0.442354	55.384614	1.023729	0.360887	0.662842	110	112	0.017000	0.000000	0.000000
0.291824	0.451381	57.116812	0.988136	0.081220	0.906915	114	116	0.017000	0.000000	0.000000
0.278046	0.459996	58.849010	0.988136	0.825283	0.162853	116	118	0.017000	0.000000	0.000000
0.264038	0.468178	60.581208	1.023729	0.581209	0.442519	120	122	0.017000	0.000000	0.000000
0.249789	0.475933	62.307691	0.988136	0.260235	0.727901	124	126	0.017000	0.000000	0.000000
0.235288	0.483266	64.039889	0.988136	0.016162	0.971974	128	130	0.017000	0.000000	0.000000
0.220572	0.490157	65.772087	0.988136	0.760224	0.227912	130	132	0.017000	0.000000	0.000000
0.205680	0.496590	67.504285	1.023729	0.480558	0.543171	134	136	0.017000	0.000000	0.000000
0.190600	0.502571	69.230768	0.988136	0.195176	0.792959	138	140	0.017000	0.000000	0.000000
0.175321	0.508103	70.962966	0.988136	0.939239	0.048897	140	142	0.017000	0.000000	0.000000
0.159882	0.513170	72.695164	1.023729	0.695165	0.328563	144	146	0.017000	0.000000	0.000000
0.144323	0.517762	74.427362	0.988136	0.379906	0.608230	148	150	0.017000	0.000000	0.000000
0.128632	0.521881	76.153845	0.988136	0.130118	0.858018	152	154	0.017000	0.000000	0.000000
0.112798	0.525531	77.886043	0.988136	0.874180	0.113956	154	156	0.017000	0.000000	0.000000
0.096861	0.528701	79.618241	1.023729	0.594514	0.429215	158	160	0.017000	0.000000	0.000000
0.080861	0.531383	81.350439	0.988136	0.314847	0.673288	162	164	0.017000	0.000000	0.000000
0.064788	0.533581	83.076922	0.988136	0.065059	0.923077	166	168	0.017000	0.000000	0.000000
0.048630	0.535296	84.809120	1.023729	0.809121	0.214608	168	170	0.017000	0.000000	0.000000
0.032427	0.536521	86.541318	0.988136	0.493862	0.494274	172	174	0.017000	0.000000	0.000000
0.016221	0.537255	88.273516	0.988136	0.249788	0.738347	176	178	0.017000	0.000000	0.000000
0.000000	0.537500	89.999998	0.988136	0.988136	0.000000	178	180	0.017000	0.000000	0.000000
-0.016248	0.537254	91.732196	1.023729	0.708469	0.315259	182	184	0.017000	0.000000	0.000000
-0.032480	0.536518	93.464394	0.988136	0.428803	0.559333	186	188	0.017000	0.000000	0.000000
-0.048656	0.535293	95.196592	0.988136	0.184730	0.803406	190	192	0.017000	0.000000	0.000000
-0.064788	0.533581	96.923075	1.023729	0.923077	0.100652	192	194	0.017000	0.000000	0.000000
-0.080888	0.531379	98.655273	0.988136	0.607818	0.380318	196	198	0.017000	0.000000	0.000000
-0.096913	0.528691	100.387471	0.988136	0.363744	0.624391	200	202	0.017000	0.000000	0.000000
-0.112824	0.525525	102.119669	1.023729	0.119671	0.904058	204	206	0.017000	0.000000	0.000000
-0.128632	0.521881	103.846152	1.023729	0.822425	0.201303	206	208	0.017000	0.000000	0.000000
-0.144349	0.517754	105.578350	0.988136	0.542759	0.445377	210	212	0.017000	0.000000	0.000000
-0.159933	0.513154	107.310548	0.988136	0.298686	0.689450	214	216	0.017000	0.000000	0.000000
-0.175347	0.508094	109.042746	1.023729	0.019019	1.004709	218	220	0.017000	0.000000	0.000000
-0.190600	0.502571	110.769229	0.988136	0.721773	0.266362	220	222	0.017000	0.000000	0.000000
-0.205705	0.496580	112.501427	0.988136	0.477700	0.510436	224	226	0.017000	0.000000	0.000000
-0.220621	0.490135	114.233625	1.023729	0.233627	0.790102	228	230	0.017000	0.000000	0.000000
-0.235312	0.483254	115.965823	1.023729	0.942096	0.081632	230	232	0.017000	0.000000	0.000000
-0.249789	0.475933	117.692306	0.988136	0.656715	0.331421	234	236	0.017000	0.000000	0.000000
-0.264061	0.468165	119.424504	0.988136	0.412641	0.575494	238	240	0.017000	0.000000	0.000000
-0.278092	0.459969	121.156702	1.023729	0.132975	0.890754	242	244	0.017000	0.000000	0.000000
-0.291846	0.451367	122.888900	0.988136	0.841444	0.146691	244	246	0.017000	0.000000	0.000000
-0.305335	0.442354	124.615382	0.988136	0.591656	0.396480	248	250	0.017000	0.000000	0.000000
-0.318567	0.432922	126.347580	1.023729	0.347583	0.676146	252	254	0.017000	0.000000	0.000000
-0.331507	0.423095	128.079778	0.988136	0.032323	0.955812	256	258	0.017000	0.000000	0.000000
-0.344125	0.412898	129.811976	0.988136	0.776386	0.211750	258	260	0.017000	0.000000	0.000000
-0.356428	0.402325	131.538459	0.988136	0.526597	0.461538	262	264	0.017000	0.000000	0.000000
-0.368427	0.391367	133.270657	1.023729	0.246931	0.776798	266	268	0.017000	0.000000	0.000000
-0.380089	0.380051	135.002855	0.988136	0.955400	0.032735	268	270	0.017000	0.000000	0.000000
-0.391385	0.368407	136.735053	0.988136	0.711327	0.276809	272	274	0.017000	0.000000	0.000000
-0.402325	0.356428	138.461536	1.023729	0.461538	0.562190	276	278	0.017000	0.000000	0.000000
-0.412915	0.344104	140.193734	0.988136	0.146279	0.841856	280	282	0.017000	0.000000	0.000000
-0.423128	0.331465	141.925932	0.988136	0.890342	0.097794	282	284	0.017000	0.000000	0.000000
-0.432938	0.318545	143.658130	0.988136	0.646268	0.341867	286	288	0.017000	0.000000	0.000000
-0.442354	0.305335	145.384613	1.023729	0.360887	0.662842	290	292	0.017000	0.000000	0.000000
-0.451381	0.291824	147.116811	0.988136	0.081220	0.906915	294	296	0.017000	0.000000	0.000000
-0.459996	0.278046	148.849009	0.988136	0.825283	0.162853	296	298	0.017000	0.000000	0.000000
-0.468178	0.264038	150.581207	1.023729	0.581209	0.442519	300	302	0.017000	0.000000	0.000000
-0.475933	0.249789	152.307690	0.988136	0.260235	0.727901	304	306	0.017000	0.000000	0.000000
-0.483266	0.235288	154.039888	0.988136	0.016162	0.971974	308	310	0.017000	0.000000	0.000000
-0.490157	0.220572	155.772086	0.988136	0.760224	0.227912	310	312	0.017000	0.000000	0.000000
-0.496590	0.205680	157.504284	1.023729	0.480558	0.543171	314	316	0.017000	0.000000	0.000000
-0.502571	0.190600	159.230767	0.988136	0.195176	0.792959	318	320	0.017000	0.000000	0.000000
-0.508103	0.175321	160.962964	0.988136	0.939239	0.048897	320	322	0.017000	0.000000	0.000000
-0.513170	0.159882	162.695162	1.023729	0.695165	0.328563	324	326	0.017000	0.000000	0.000000
-0.517762	0.144323	164.427360	0.988136	0.379906	0.608230	328	330	0.017000	0.000000	0.000000
-0.521881	0.128632	166.153843	0.988136	0.130118	0.858018	332	334	0.017000	0.000000	0.000000
-0.525531	0.112798	167.886041	0.988136	0.874180	0.113956	334	336	0.017000	0.000000	0.000000
-0.528701	0.096861	169.618239	1.023729	0.594514	0.429215	338	340	0.017000	0.000000	0.000000
-0.531383	0.080861	171.350437	0.988136	0.314847	0.673288	342	344	0.017000	0.000000	0.000000
-0.533581	0.064788	173.076920	0.988136	0.065059	0.923077	346	348	0.017000	0.000000	0.000000
-0.535296	0.048630	174.809118	1.023729	0.809121	0.214608	348	350	0.017000	0.000000	0.000000
-0.536521	0.032427	176.541316	0.988136	0.493862	0.494274	352	354	0.017000	0.000000	0.000000
-0.537255	0.016221	178.273514	0.988136	0.249788	0.738347	356	358	0.017000	0.000000	0.000000
-0.537500	0.000000	179.999997	0.988136	0.988136	0.000000	358	360	0.017000	0.000000	0.000000
-0.537254	-0.016247	181.732195	1.023729	0.708469	0.315259	362	364	0.017000	0.000000	0.000000
-0.536518	-0.032480	183.464393	0.988136	0.428803	0.559333	366	368	0.017000	0.000000	0.000000
-0.535293	-0.048656	185.196591	0.988136	0.184730	0.803406	370	372	0.017000	0.000000	0.000000
-0.533581	-0.064788	186.923074	1.023729	0.923077	0.100652	372	374	0.017000	0.000000	0.000000
-0.531379	-0.080888	188.655272	0.988136	0.607818	0.380318	376	378	0.017000	0.000000	0.000000
-0.528691	-0.096913	190.387470	0.988136	0.363744	0.624391	380	382	0.017000	0.000000	0.000000
-0.525525	-0.112824	192.119668	1.023729	0.119671	0.904058	384	386	0.017000	0.000000	0.000000
-0.521881	-0.128632	193.846151	1.023729	0.822425	0.201303	386	388	0.017000	0.000000	0.000000
